,Two_yr_Recidivism,Number_of_Priors,score_factor,Female,Misdemeanor,Age,Race
1557,0,9,1,0,1,Age_Below_TwentyFive,
1558,0,1,0,0,1,Age_Below_TwentyFive,African_American
1559,0,0,0,0,1,Age_Above_FourtyFive,
1560,1,19,1,0,1,Age_Below_TwentyFive,African_American
1561,0,1,0,0,0,Age_Below_TwentyFive,African_American
1562,1,0,1,1,0,Age_Below_TwentyFive,African_American
1563,0,0,0,0,0,Age_Above_FourtyFive,
1564,0,0,0,0,1,Age_Below_TwentyFive,
1565,0,5,1,0,1,Age_Below_TwentyFive,African_American
1566,0,11,1,0,0,Age_Below_TwentyFive,African_American
1567,1,4,0,0,1,Age_Below_TwentyFive,
1568,1,0,0,0,1,Age_Below_TwentyFive,African_American
1569,0,0,1,0,1,Age_Below_TwentyFive,African_American
1570,0,0,0,0,1,Age_Below_TwentyFive,
1571,1,10,0,0,1,Age_Below_TwentyFive,African_American
1572,1,11,1,0,0,Age_Below_TwentyFive,Hispanic
1573,0,0,0,0,0,Age_Below_TwentyFive,African_American
1574,1,5,0,0,1,Age_Below_TwentyFive,
1575,0,1,1,0,0,Age_Below_TwentyFive,
1576,1,0,1,0,0,Age_Below_TwentyFive,African_American
1577,0,0,0,0,1,Age_Above_FourtyFive,
1578,0,3,0,1,0,Age_Below_TwentyFive,
1579,1,9,1,0,0,Age_Above_FourtyFive,Hispanic
1580,1,1,0,0,0,Age_Below_TwentyFive,
1581,1,0,1,1,1,Age_Below_TwentyFive,African_American
1582,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
1583,0,4,0,0,0,Age_Above_FourtyFive,African_American
1584,1,1,0,0,0,Age_Above_FourtyFive,Asian
1585,0,3,0,1,1,Age_Above_FourtyFive,African_American
1586,0,3,1,0,1,Age_Below_TwentyFive,
1587,1,0,0,0,0,Age_Below_TwentyFive,African_American
1588,0,0,0,0,1,Age_Below_TwentyFive,
1589,1,3,1,0,0,Age_Below_TwentyFive,Hispanic
1590,1,10,1,0,0,Age_Above_FourtyFive,
1591,1,1,0,0,0,Age_Below_TwentyFive,
1592,1,0,1,0,1,Age_Below_TwentyFive,
1593,0,6,1,0,0,Age_Below_TwentyFive,Other
1594,0,0,1,0,0,Age_Below_TwentyFive,African_American
1595,1,19,1,0,0,Age_Below_TwentyFive,African_American
1596,1,1,0,1,1,Age_Below_TwentyFive,African_American
1597,0,6,1,0,0,Age_Below_TwentyFive,African_American
1598,0,2,1,0,0,Age_Below_TwentyFive,African_American
1599,1,11,1,0,0,Age_Below_TwentyFive,
1600,0,0,0,0,0,Age_Below_TwentyFive,African_American
1601,1,1,1,0,0,Age_Below_TwentyFive,African_American
1602,1,3,0,0,0,Age_Below_TwentyFive,Other
1603,1,7,0,0,0,Age_Below_TwentyFive,African_American
1604,1,2,0,0,0,Age_Below_TwentyFive,African_American
1605,0,0,0,0,0,Age_Below_TwentyFive,
1606,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
1607,1,2,1,0,1,Age_Below_TwentyFive,African_American
1608,1,0,1,0,0,Age_Below_TwentyFive,African_American
1609,1,15,1,0,0,Age_Below_TwentyFive,
1610,1,2,0,0,1,Age_Below_TwentyFive,African_American
1611,1,10,1,0,0,Age_Below_TwentyFive,African_American
1612,0,0,0,0,1,Age_Below_TwentyFive,
1613,0,8,0,0,0,Age_Above_FourtyFive,
1614,1,14,1,0,0,Age_Below_TwentyFive,African_American
1615,1,13,1,0,0,Age_Below_TwentyFive,African_American
1616,1,9,1,0,0,Age_Below_TwentyFive,African_American
1617,0,0,0,0,1,Age_Below_TwentyFive,African_American
1618,1,1,1,0,1,Age_Below_TwentyFive,Hispanic
1619,0,1,0,0,0,Age_Above_FourtyFive,African_American
1620,0,4,1,0,0,Age_Below_TwentyFive,African_American
1621,1,1,1,0,0,Age_Below_TwentyFive,
1622,0,0,0,1,1,Age_Below_TwentyFive,
1623,0,3,1,0,1,Age_Below_TwentyFive,African_American
1624,1,6,1,0,0,Age_Below_TwentyFive,African_American
1625,0,0,0,0,1,Age_Below_TwentyFive,
1626,1,3,1,0,0,Age_Below_TwentyFive,African_American
1627,0,0,1,0,0,Age_Below_TwentyFive,African_American
1628,0,0,0,0,1,Age_Below_TwentyFive,
1629,0,18,1,0,1,Age_Below_TwentyFive,African_American
1630,0,1,1,0,0,Age_Below_TwentyFive,African_American
1631,1,2,0,0,0,Age_Below_TwentyFive,
1632,0,3,0,0,1,Age_Below_TwentyFive,
1633,0,5,1,0,1,Age_Above_FourtyFive,African_American
1634,0,0,0,0,1,Age_Below_TwentyFive,Other
1635,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
1636,1,0,0,0,0,Age_Below_TwentyFive,African_American
1637,1,7,1,0,0,Age_Below_TwentyFive,African_American
1638,0,1,0,0,1,Age_Below_TwentyFive,African_American
1639,0,0,0,0,0,Age_Below_TwentyFive,
1640,1,10,1,0,1,Age_Below_TwentyFive,African_American
1641,0,0,0,0,0,Age_Below_TwentyFive,African_American
1642,0,2,0,0,0,Age_Below_TwentyFive,African_American
1643,1,8,1,0,0,Age_Below_TwentyFive,African_American
1644,1,1,0,0,0,Age_Below_TwentyFive,African_American
1645,0,0,0,0,1,Age_Above_FourtyFive,
1646,0,1,0,0,0,Age_Below_TwentyFive,African_American
1647,1,0,1,0,0,Age_Below_TwentyFive,
1648,0,1,0,0,0,Age_Below_TwentyFive,African_American
1649,0,6,1,1,1,Age_Below_TwentyFive,African_American
1650,0,0,0,0,0,Age_Below_TwentyFive,
1651,0,1,0,0,0,Age_Below_TwentyFive,
1652,0,0,0,0,0,Age_Below_TwentyFive,African_American
1653,0,0,0,0,0,Age_Below_TwentyFive,African_American
1654,0,0,0,0,0,Age_Below_TwentyFive,
1655,0,1,0,0,1,Age_Below_TwentyFive,African_American
1656,0,9,1,0,1,Age_Above_FourtyFive,
1657,0,2,1,0,1,Age_Below_TwentyFive,African_American
1658,1,0,1,0,0,Age_Below_TwentyFive,African_American
1659,0,1,0,0,1,Age_Below_TwentyFive,African_American
1660,0,0,0,0,0,Age_Below_TwentyFive,
1661,1,1,0,0,0,Age_Below_TwentyFive,
1662,0,3,1,0,1,Age_Below_TwentyFive,Hispanic
1663,1,4,0,0,1,Age_Below_TwentyFive,African_American
1664,1,3,0,0,1,Age_Above_FourtyFive,
1665,0,0,0,0,0,Age_Below_TwentyFive,Native_American
1666,0,0,0,0,0,Age_Above_FourtyFive,African_American
1667,1,8,1,0,0,Age_Above_FourtyFive,African_American
1668,0,5,1,0,1,Age_Below_TwentyFive,African_American
1669,0,9,1,0,0,Age_Below_TwentyFive,African_American
1670,1,5,1,0,0,Age_Above_FourtyFive,African_American
1671,0,0,0,1,0,Age_Below_TwentyFive,
1672,0,5,0,0,1,Age_Above_FourtyFive,African_American
1673,1,0,0,0,0,Age_Above_FourtyFive,
1674,0,2,0,0,0,Age_Above_FourtyFive,
1675,0,0,0,0,1,Age_Above_FourtyFive,
1676,1,4,0,0,0,Age_Above_FourtyFive,African_American
1677,0,0,0,1,0,Age_Below_TwentyFive,African_American
1678,1,2,1,0,0,Age_Below_TwentyFive,Hispanic
1679,0,0,0,0,0,Age_Below_TwentyFive,Other
1680,1,21,1,0,0,Age_Below_TwentyFive,African_American
1681,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
1682,0,1,0,0,0,Age_Below_TwentyFive,African_American
1683,1,8,1,0,0,Age_Below_TwentyFive,African_American
1684,0,1,1,0,0,Age_Below_TwentyFive,African_American
1685,0,0,0,0,1,Age_Above_FourtyFive,
1686,1,1,1,0,0,Age_Below_TwentyFive,African_American
1687,1,1,0,0,1,Age_Above_FourtyFive,
1688,1,0,0,0,1,Age_Above_FourtyFive,
1689,0,2,1,0,0,Age_Above_FourtyFive,African_American
1690,1,11,1,1,0,Age_Below_TwentyFive,African_American
1691,0,4,1,0,1,Age_Below_TwentyFive,African_American
1692,1,14,1,0,0,Age_Below_TwentyFive,African_American
1693,0,2,1,0,0,Age_Below_TwentyFive,African_American
1694,1,5,0,0,0,Age_Above_FourtyFive,African_American
1695,1,0,1,0,0,Age_Below_TwentyFive,African_American
1696,1,7,1,0,0,Age_Below_TwentyFive,
1697,0,8,0,0,0,Age_Below_TwentyFive,African_American
1698,0,5,1,0,0,Age_Below_TwentyFive,Other
1699,0,1,0,1,1,Age_Below_TwentyFive,African_American
1700,0,4,0,0,0,Age_Below_TwentyFive,
1701,0,0,0,1,1,Age_Below_TwentyFive,African_American
1702,0,1,1,0,0,Age_Below_TwentyFive,Hispanic
1703,1,1,0,0,0,Age_Below_TwentyFive,
1704,0,1,0,0,0,Age_Above_FourtyFive,African_American
1705,1,0,0,0,1,Age_Below_TwentyFive,
1706,0,4,0,1,1,Age_Below_TwentyFive,African_American
1707,0,4,0,0,0,Age_Below_TwentyFive,African_American
1708,0,0,0,0,1,Age_Above_FourtyFive,African_American
1709,0,2,0,0,1,Age_Below_TwentyFive,African_American
1710,0,5,0,0,0,Age_Above_FourtyFive,African_American
1711,0,0,0,0,0,Age_Below_TwentyFive,African_American
1712,1,4,1,0,0,Age_Below_TwentyFive,African_American
1713,0,0,1,0,1,Age_Below_TwentyFive,African_American
1714,0,1,0,0,1,Age_Below_TwentyFive,
1715,0,1,0,1,0,Age_Below_TwentyFive,African_American
1716,1,13,1,0,1,Age_Below_TwentyFive,African_American
1717,0,9,1,0,0,Age_Below_TwentyFive,African_American
1718,0,1,0,0,0,Age_Below_TwentyFive,
1719,0,0,0,0,0,Age_Below_TwentyFive,
1720,0,1,0,1,1,Age_Below_TwentyFive,
1721,0,3,0,0,0,Age_Below_TwentyFive,African_American
1722,0,7,0,1,1,Age_Above_FourtyFive,African_American
1723,0,0,1,0,0,Age_Below_TwentyFive,African_American
1724,1,16,1,0,0,Age_Below_TwentyFive,Hispanic
1725,1,2,1,0,0,Age_Below_TwentyFive,African_American
1726,0,0,0,1,1,Age_Below_TwentyFive,African_American
1727,0,1,1,0,0,Age_Below_TwentyFive,African_American
1728,0,1,1,1,0,Age_Below_TwentyFive,
1729,1,13,1,0,1,Age_Below_TwentyFive,African_American
1730,0,0,0,0,0,Age_Above_FourtyFive,African_American
1731,0,2,0,0,0,Age_Below_TwentyFive,African_American
1732,0,0,0,1,1,Age_Below_TwentyFive,Other
1733,0,0,0,0,1,Age_Above_FourtyFive,
1734,1,0,0,0,1,Age_Below_TwentyFive,
1735,0,0,1,0,0,Age_Below_TwentyFive,African_American
1736,1,2,0,0,0,Age_Below_TwentyFive,Hispanic
1737,1,2,1,0,0,Age_Below_TwentyFive,Asian
1738,1,1,1,0,0,Age_Below_TwentyFive,African_American
1739,1,3,1,0,0,Age_Below_TwentyFive,African_American
1740,0,2,0,0,1,Age_Below_TwentyFive,African_American
1741,1,0,0,0,0,Age_Below_TwentyFive,Hispanic
1742,0,2,0,0,1,Age_Above_FourtyFive,
1743,0,1,0,0,0,Age_Above_FourtyFive,African_American
1744,1,8,1,0,0,Age_Below_TwentyFive,Hispanic
1745,1,5,0,0,0,Age_Below_TwentyFive,Hispanic
1746,1,1,0,0,1,Age_Below_TwentyFive,African_American
1747,0,0,0,1,1,Age_Below_TwentyFive,
1748,0,2,1,0,1,Age_Above_FourtyFive,
1749,1,11,1,0,0,Age_Below_TwentyFive,African_American
1750,0,0,1,0,0,Age_Below_TwentyFive,Hispanic
1751,1,7,1,0,0,Age_Below_TwentyFive,African_American
1752,1,0,0,0,0,Age_Below_TwentyFive,Hispanic
1753,0,7,1,1,0,Age_Below_TwentyFive,
1754,0,0,0,0,0,Age_Below_TwentyFive,
1755,0,3,1,0,0,Age_Below_TwentyFive,Other
1756,1,4,0,0,0,Age_Below_TwentyFive,Other
1757,0,4,0,0,0,Age_Above_FourtyFive,
1758,0,0,0,0,0,Age_Below_TwentyFive,
1759,0,1,1,0,0,Age_Below_TwentyFive,African_American
1760,0,0,0,0,0,Age_Below_TwentyFive,
1761,1,1,1,0,0,Age_Below_TwentyFive,African_American
1762,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
1763,1,7,1,0,1,Age_Below_TwentyFive,
1764,0,0,0,0,1,Age_Below_TwentyFive,
1765,1,13,1,0,0,Age_Below_TwentyFive,African_American
1766,1,2,1,0,0,Age_Below_TwentyFive,
1767,1,0,0,0,0,Age_Below_TwentyFive,
1768,1,4,1,0,0,Age_Below_TwentyFive,African_American
1769,0,0,0,0,1,Age_Above_FourtyFive,
1770,1,0,1,1,1,Age_Below_TwentyFive,African_American
1771,1,0,1,0,0,Age_Below_TwentyFive,Other
1772,1,1,0,0,1,Age_Above_FourtyFive,
1773,0,4,1,0,0,Age_Below_TwentyFive,African_American
1774,1,5,1,0,0,Age_Below_TwentyFive,
1775,1,0,1,0,0,Age_Below_TwentyFive,
1776,0,2,1,0,0,Age_Below_TwentyFive,African_American
1777,1,1,0,0,0,Age_Below_TwentyFive,African_American
1778,0,2,0,0,0,Age_Above_FourtyFive,Other
1779,0,0,0,0,0,Age_Below_TwentyFive,African_American
1780,0,4,0,0,0,Age_Below_TwentyFive,African_American
1781,0,0,0,0,1,Age_Below_TwentyFive,
1782,0,0,0,1,1,Age_Below_TwentyFive,Other
1783,0,0,1,0,0,Age_Below_TwentyFive,Other
1784,1,1,0,0,0,Age_Below_TwentyFive,African_American
1785,0,0,1,1,0,Age_Below_TwentyFive,
1786,0,2,0,0,1,Age_Above_FourtyFive,
1787,0,9,1,0,0,Age_Below_TwentyFive,African_American
1788,0,0,0,0,1,Age_Above_FourtyFive,Other
1789,0,0,0,1,1,Age_Below_TwentyFive,African_American
1790,0,3,1,0,0,Age_Below_TwentyFive,African_American
1791,1,0,1,0,0,Age_Below_TwentyFive,African_American
1792,1,3,0,1,1,Age_Below_TwentyFive,Hispanic
1793,0,0,0,0,1,Age_Above_FourtyFive,
1794,0,0,0,0,0,Age_Below_TwentyFive,
1795,0,0,0,0,1,Age_Below_TwentyFive,Other
1796,1,9,1,0,0,Age_Above_FourtyFive,
1797,1,0,1,0,0,Age_Below_TwentyFive,African_American
1798,0,4,1,0,0,Age_Below_TwentyFive,African_American
1799,1,1,1,0,0,Age_Below_TwentyFive,
1800,0,2,1,0,0,Age_Below_TwentyFive,
1801,0,4,0,1,0,Age_Above_FourtyFive,African_American
1802,0,0,0,1,0,Age_Above_FourtyFive,African_American
1803,1,12,1,0,0,Age_Below_TwentyFive,African_American
1804,0,0,0,0,1,Age_Below_TwentyFive,
1805,0,5,1,1,0,Age_Below_TwentyFive,African_American
1806,0,2,1,0,0,Age_Below_TwentyFive,African_American
1807,0,0,0,0,1,Age_Below_TwentyFive,
1808,0,1,1,0,0,Age_Below_TwentyFive,
1809,1,11,0,0,0,Age_Above_FourtyFive,
1810,0,2,0,0,0,Age_Above_FourtyFive,
1811,0,4,0,0,1,Age_Above_FourtyFive,African_American
1812,1,15,1,1,0,Age_Above_FourtyFive,Native_American
1813,1,21,1,0,0,Age_Above_FourtyFive,African_American
1814,0,1,0,1,0,Age_Above_FourtyFive,
1815,0,0,0,1,0,Age_Above_FourtyFive,
1816,0,0,0,0,1,Age_Below_TwentyFive,African_American
1817,1,5,1,0,1,Age_Below_TwentyFive,
1818,1,1,1,0,0,Age_Below_TwentyFive,African_American
1819,1,26,1,0,0,Age_Below_TwentyFive,African_American
1820,1,1,1,0,0,Age_Below_TwentyFive,African_American
1821,0,0,1,0,0,Age_Below_TwentyFive,African_American
1822,1,4,1,0,0,Age_Below_TwentyFive,African_American
1823,1,3,1,1,0,Age_Below_TwentyFive,African_American
1824,1,3,0,0,0,Age_Below_TwentyFive,
1825,0,0,0,0,1,Age_Above_FourtyFive,
1826,1,11,1,0,0,Age_Below_TwentyFive,
1827,1,5,1,0,0,Age_Above_FourtyFive,African_American
1828,1,4,0,0,1,Age_Below_TwentyFive,Other
1829,1,18,0,0,0,Age_Below_TwentyFive,African_American
1830,0,15,1,0,0,Age_Below_TwentyFive,African_American
1831,0,0,0,0,0,Age_Below_TwentyFive,African_American
1832,1,8,0,0,1,Age_Below_TwentyFive,African_American
1833,0,3,0,0,0,Age_Below_TwentyFive,Hispanic
1834,0,0,0,1,0,Age_Below_TwentyFive,
1835,1,0,1,1,1,Age_Below_TwentyFive,Other
1836,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
1837,0,6,1,0,1,Age_Below_TwentyFive,
1838,1,3,0,0,0,Age_Below_TwentyFive,African_American
1839,0,0,0,1,1,Age_Below_TwentyFive,African_American
1840,1,2,1,1,0,Age_Below_TwentyFive,
1841,0,3,0,0,0,Age_Below_TwentyFive,African_American
1842,0,1,0,0,1,Age_Below_TwentyFive,
1843,1,5,1,0,0,Age_Below_TwentyFive,
1844,0,1,0,0,1,Age_Below_TwentyFive,Hispanic
1845,0,1,0,0,1,Age_Above_FourtyFive,
1846,0,2,0,0,0,Age_Below_TwentyFive,
1847,0,0,0,0,1,Age_Above_FourtyFive,
1848,1,4,1,1,1,Age_Below_TwentyFive,
1849,0,9,1,0,0,Age_Above_FourtyFive,
1850,0,0,0,1,0,Age_Below_TwentyFive,
1851,0,0,0,0,0,Age_Below_TwentyFive,
1852,1,0,0,0,0,Age_Below_TwentyFive,African_American
1853,1,4,1,0,1,Age_Below_TwentyFive,African_American
1854,0,0,0,0,1,Age_Above_FourtyFive,
1855,0,4,1,0,0,Age_Below_TwentyFive,African_American
1856,1,0,0,0,1,Age_Below_TwentyFive,
1857,1,3,1,0,0,Age_Below_TwentyFive,African_American
1858,0,1,0,0,0,Age_Above_FourtyFive,African_American
1859,1,3,0,0,0,Age_Below_TwentyFive,
1860,1,0,0,1,1,Age_Below_TwentyFive,Hispanic
1861,1,14,1,0,0,Age_Below_TwentyFive,African_American
1862,0,0,1,0,1,Age_Below_TwentyFive,African_American
1863,0,0,0,0,0,Age_Above_FourtyFive,
1864,1,37,1,0,1,Age_Below_TwentyFive,African_American
1865,0,2,1,0,0,Age_Below_TwentyFive,African_American
1866,1,0,0,0,1,Age_Below_TwentyFive,African_American
1867,1,2,1,0,0,Age_Below_TwentyFive,African_American
1868,0,2,0,1,0,Age_Below_TwentyFive,
1869,1,7,0,1,0,Age_Below_TwentyFive,African_American
1870,1,0,0,0,1,Age_Below_TwentyFive,African_American
1871,0,1,0,0,0,Age_Below_TwentyFive,African_American
1872,1,3,0,1,0,Age_Below_TwentyFive,African_American
1873,1,1,0,0,0,Age_Below_TwentyFive,African_American
1874,0,0,0,0,0,Age_Below_TwentyFive,African_American
1875,0,1,0,0,0,Age_Below_TwentyFive,African_American
1876,1,15,1,0,0,Age_Below_TwentyFive,African_American
1877,1,6,1,0,0,Age_Above_FourtyFive,African_American
1878,1,17,1,0,0,Age_Below_TwentyFive,African_American
1879,1,0,0,0,0,Age_Below_TwentyFive,Hispanic
1880,1,1,1,0,0,Age_Below_TwentyFive,African_American
1881,1,1,0,1,0,Age_Below_TwentyFive,Hispanic
1882,0,0,0,0,0,Age_Below_TwentyFive,African_American
1883,1,9,1,0,0,Age_Above_FourtyFive,Hispanic
1884,0,0,0,1,0,Age_Below_TwentyFive,Other
1885,0,1,0,1,0,Age_Above_FourtyFive,African_American
1886,1,1,0,0,1,Age_Below_TwentyFive,African_American
1887,1,10,1,0,0,Age_Above_FourtyFive,African_American
1888,0,1,1,0,0,Age_Below_TwentyFive,
1889,1,6,1,0,0,Age_Below_TwentyFive,
1890,1,1,0,0,1,Age_Above_FourtyFive,African_American
1891,0,0,0,0,1,Age_Above_FourtyFive,
1892,1,9,1,1,1,Age_Below_TwentyFive,African_American
1893,0,0,0,0,1,Age_Above_FourtyFive,
1894,1,10,1,0,0,Age_Below_TwentyFive,African_American
1895,1,3,1,0,0,Age_Below_TwentyFive,
1896,1,0,0,0,0,Age_Below_TwentyFive,Other
1897,0,0,1,0,1,Age_Above_FourtyFive,African_American
1898,1,3,1,0,0,Age_Below_TwentyFive,African_American
1899,0,13,1,0,0,Age_Below_TwentyFive,African_American
1900,1,3,0,0,1,Age_Above_FourtyFive,African_American
1901,1,5,0,0,0,Age_Below_TwentyFive,African_American
1902,0,2,0,0,0,Age_Above_FourtyFive,African_American
1903,1,0,1,0,1,Age_Below_TwentyFive,
1904,0,1,0,0,1,Age_Above_FourtyFive,
1905,1,0,0,1,0,Age_Below_TwentyFive,
1906,0,0,1,0,1,Age_Below_TwentyFive,African_American
1907,0,1,0,0,0,Age_Above_FourtyFive,African_American
1908,0,0,0,1,0,Age_Below_TwentyFive,
1909,0,0,0,0,1,Age_Below_TwentyFive,
1910,1,0,0,0,0,Age_Below_TwentyFive,
1911,1,2,1,0,0,Age_Below_TwentyFive,African_American
1912,0,3,0,0,0,Age_Below_TwentyFive,
1913,1,3,0,0,1,Age_Below_TwentyFive,African_American
1914,1,7,1,0,0,Age_Below_TwentyFive,African_American
1915,0,1,0,0,0,Age_Below_TwentyFive,African_American
1916,1,0,1,0,0,Age_Below_TwentyFive,
1917,0,2,0,1,0,Age_Below_TwentyFive,
1918,1,6,1,0,0,Age_Below_TwentyFive,Hispanic
1919,1,21,1,0,0,Age_Below_TwentyFive,African_American
1920,0,0,0,1,1,Age_Below_TwentyFive,
1921,1,0,1,0,0,Age_Below_TwentyFive,African_American
1922,0,0,0,1,1,Age_Below_TwentyFive,African_American
1923,1,25,1,0,0,Age_Below_TwentyFive,African_American
1924,0,0,1,1,0,Age_Below_TwentyFive,
1925,1,0,1,0,1,Age_Below_TwentyFive,
1926,0,0,0,0,0,Age_Below_TwentyFive,
1927,1,0,1,0,0,Age_Above_FourtyFive,
1928,1,0,0,0,0,Age_Below_TwentyFive,
1929,0,1,0,0,1,Age_Below_TwentyFive,
1930,1,12,1,1,0,Age_Below_TwentyFive,African_American
1931,0,3,0,0,0,Age_Below_TwentyFive,African_American
1932,1,15,0,0,0,Age_Above_FourtyFive,African_American
1933,1,9,0,0,0,Age_Below_TwentyFive,African_American
1934,0,1,0,1,0,Age_Below_TwentyFive,African_American
1935,0,1,1,0,1,Age_Below_TwentyFive,African_American
1936,0,1,0,0,0,Age_Above_FourtyFive,African_American
1937,0,1,0,0,1,Age_Below_TwentyFive,
1938,1,3,1,0,0,Age_Below_TwentyFive,African_American
1939,1,1,0,0,1,Age_Below_TwentyFive,
1940,0,1,0,0,0,Age_Below_TwentyFive,
1941,1,1,1,0,0,Age_Below_TwentyFive,
1942,0,2,0,0,0,Age_Above_FourtyFive,Other
1943,1,1,0,0,0,Age_Below_TwentyFive,African_American
1944,0,5,1,0,0,Age_Below_TwentyFive,
1945,1,6,1,0,1,Age_Below_TwentyFive,African_American
1946,0,1,0,0,1,Age_Above_FourtyFive,African_American
1947,1,2,0,1,1,Age_Below_TwentyFive,African_American
1948,0,0,0,0,1,Age_Below_TwentyFive,
1949,1,22,1,0,0,Age_Above_FourtyFive,African_American
1950,1,4,0,0,0,Age_Below_TwentyFive,African_American
1951,0,2,0,0,0,Age_Below_TwentyFive,
1952,0,1,1,1,0,Age_Below_TwentyFive,African_American
1953,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
1954,0,3,1,0,0,Age_Below_TwentyFive,African_American
1955,0,2,0,0,0,Age_Below_TwentyFive,African_American
1956,1,7,0,0,0,Age_Below_TwentyFive,African_American
1957,1,14,1,1,0,Age_Below_TwentyFive,African_American
1958,0,2,1,0,1,Age_Below_TwentyFive,
1959,1,6,1,0,0,Age_Below_TwentyFive,African_American
1960,1,1,0,0,0,Age_Below_TwentyFive,Hispanic
1961,0,2,0,0,1,Age_Below_TwentyFive,African_American
1962,0,0,0,0,0,Age_Above_FourtyFive,Hispanic
1963,0,0,1,1,0,Age_Below_TwentyFive,African_American
1964,0,0,0,0,0,Age_Below_TwentyFive,
1965,1,5,1,0,0,Age_Below_TwentyFive,African_American
1966,0,4,0,0,1,Age_Below_TwentyFive,
1967,1,1,0,0,0,Age_Below_TwentyFive,Other
1968,1,1,0,0,0,Age_Above_FourtyFive,Hispanic
1969,1,1,1,0,0,Age_Below_TwentyFive,African_American
1970,0,1,0,0,0,Age_Above_FourtyFive,
1971,0,0,0,1,0,Age_Below_TwentyFive,African_American
1972,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
1973,0,2,0,1,0,Age_Below_TwentyFive,
1974,1,8,1,0,0,Age_Below_TwentyFive,
1975,0,2,0,0,0,Age_Below_TwentyFive,
1976,1,0,0,0,0,Age_Below_TwentyFive,
1977,0,1,0,0,0,Age_Below_TwentyFive,African_American
1978,0,3,1,0,0,Age_Below_TwentyFive,African_American
1979,0,0,0,0,0,Age_Below_TwentyFive,
1980,1,0,1,0,0,Age_Below_TwentyFive,
1981,1,4,0,1,0,Age_Below_TwentyFive,
1982,1,1,0,0,0,Age_Below_TwentyFive,African_American
1983,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
1984,0,3,0,0,0,Age_Above_FourtyFive,African_American
1985,1,7,1,0,0,Age_Below_TwentyFive,African_American
1986,1,1,1,0,0,Age_Below_TwentyFive,African_American
1987,0,0,0,0,1,Age_Below_TwentyFive,
1988,0,3,0,0,0,Age_Above_FourtyFive,
1989,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
1990,0,0,0,0,0,Age_Above_FourtyFive,African_American
1991,1,17,1,0,0,Age_Above_FourtyFive,African_American
1992,1,8,1,0,0,Age_Below_TwentyFive,African_American
1993,0,1,1,0,0,Age_Below_TwentyFive,
1994,1,0,0,0,1,Age_Below_TwentyFive,
1995,1,1,1,0,1,Age_Below_TwentyFive,
1996,0,1,0,0,0,Age_Below_TwentyFive,African_American
1997,1,2,0,0,0,Age_Below_TwentyFive,African_American
1998,0,4,0,0,0,Age_Above_FourtyFive,
1999,0,4,0,0,0,Age_Below_TwentyFive,African_American
2000,1,0,0,1,1,Age_Below_TwentyFive,Hispanic
2001,0,0,1,0,1,Age_Below_TwentyFive,
2002,1,1,0,0,1,Age_Above_FourtyFive,
2003,0,2,0,0,0,Age_Below_TwentyFive,Hispanic
2004,0,1,0,0,0,Age_Above_FourtyFive,
2005,1,1,0,0,1,Age_Above_FourtyFive,African_American
2006,0,0,0,0,0,Age_Above_FourtyFive,
2007,1,3,1,0,1,Age_Below_TwentyFive,
2008,0,1,0,0,0,Age_Below_TwentyFive,African_American
2009,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
2010,1,10,1,1,1,Age_Below_TwentyFive,African_American
2011,1,10,1,0,1,Age_Below_TwentyFive,African_American
2012,1,6,1,0,0,Age_Below_TwentyFive,African_American
2013,0,0,0,0,0,Age_Below_TwentyFive,African_American
2014,0,10,1,0,0,Age_Above_FourtyFive,
2015,1,1,1,0,0,Age_Below_TwentyFive,African_American
2016,1,10,1,0,0,Age_Above_FourtyFive,African_American
2017,0,4,0,0,1,Age_Below_TwentyFive,African_American
2018,1,10,1,0,0,Age_Below_TwentyFive,
2019,0,0,0,1,1,Age_Above_FourtyFive,
2020,0,3,1,0,1,Age_Below_TwentyFive,African_American
2021,1,1,1,0,0,Age_Below_TwentyFive,African_American
2022,0,0,1,0,0,Age_Above_FourtyFive,
2023,0,16,1,0,1,Age_Below_TwentyFive,
2024,1,4,1,0,0,Age_Below_TwentyFive,African_American
2025,1,0,1,0,0,Age_Below_TwentyFive,African_American
2026,0,0,0,0,0,Age_Above_FourtyFive,
2027,0,0,0,1,1,Age_Below_TwentyFive,
2028,0,0,0,0,0,Age_Below_TwentyFive,
2029,0,7,1,1,0,Age_Above_FourtyFive,African_American
2030,0,0,0,0,1,Age_Below_TwentyFive,African_American
2031,0,0,1,0,1,Age_Below_TwentyFive,
2032,1,3,0,0,0,Age_Below_TwentyFive,African_American
2033,1,1,1,0,0,Age_Below_TwentyFive,African_American
2034,0,0,0,0,1,Age_Below_TwentyFive,
2035,1,11,1,0,0,Age_Below_TwentyFive,
2036,0,0,0,0,0,Age_Below_TwentyFive,African_American
